C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Adblue;Precio Amoniaco;Precio Biodiesel;Precio Bioetanol;Precio Biogas Natural Comprimido;Precio Biogas Natural Licuado;Precio Diésel Renovable;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E25;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 95 E85;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Gasolina Renovable;Precio Hidrogeno;Precio Metanol;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA
09240;CARRETERA N I KM. 278,050;"L-V: 24H; S-D: 06:00-00:00";42.534556;BRIVIESCA;-3,321083;I;Briviesca;1.59;;;;;;;;;;1.669;;1.759;;;1.599;;;;1.741;;;;BURGOS;dm;BP;P;0,0;0,0;10039;1217;09;08
09240;CALLE BURGOS, 11;L-D: 24H;42.555889;BRIVIESCA;-3,320056;D;Briviesca;;;;;;;;;;;1.598;;;;;1.538;;;;;;;;BURGOS;dm;NORPETROL LA VEGA;P;0,0;0,0;9430;1217;09;08
09240;CTRA.CORNUDILLA, KM.3,2;L-D: 24H;42.56325;BRIVIESCA;-3,331597;D;Briviesca;;;;;;;;;;;1.548;1.1;;;;1.438;;;;;;;;BURGOS;dm;SUMINISTROS AGROBUREBA, SL;P;0,0;0,0;8990;1217;09;08
09230;CARRETERA A 62 KM. 14;L-D: 24H;42.300722;BUNIEL;-3,835139;D;Buniel;0.6;;;;;;;;;;1.529;;1.539;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;13239;1219;09;08
09003;CL GENERAL SANZ PASTOR, S.N.;L-V: 08:00-16:00;42.344667;BURGOS;-3,698667;D;Burgos;;;;;;;;;;;1.619;;;;;1.599;;;;;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5989;1220;09;08
09001;CALLE LOPEZ BRAVO, 17;L-D: 24H;42.371861;BURGOS;-3,728361;D;Burgos;0.6;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;14166;1220;09;08
09001;CARRETERA NACIONAL I KM. 236;L-D: 24H;42.319611;BURGOS;-3,702278;D;Burgos;;;;;;;;;;;1.529;;1.549;;;1.499;;;;;;;;BURGOS;OM;BALLENOIL;P;0,0;0,0;16192;1220;09;08
09001;AUTOVIA A-I KM. 235;L-D: 07:00-23:00;42.310278;BURGOS;-3,702917;I;Burgos;;;;;;;;;;1.029;1.659;;1.759;;;1.619;1.673;;;;;;;BURGOS;OM;MOEVE;P;0,0;0,0;11058;1220;09;08
09001;PASEO LAS FUENTECILLAS, S/N;L-S: 07:45-19:50;42.342417;BURGOS;-3,720889;I;Burgos;;;;;;;;;;;1.659;;1.759;;;1.619;1.659;;;;;;;BURGOS;OM;CEPSA;P;0,0;0,0;6006;1220;09;08
09001;CARRETERA BURGOS-QUINTANADUEÑAS KM. 3;L-D: 24H;42.364306;BURGOS;-3,711944;D;Burgos;0.799;;;;;;;;;0.989;1.549;;1.559;;;1.509;;;;1.699;;;;BURGOS;dm;LAS TERRAZAS;P;0,0;0,0;10753;1220;09;08
09001;CALLE DEL ALFOZ DE BRICIA  EN  BURGOS, 28;L-D: 24H;42.365028;BURGOS;-3,698778;D;Burgos;0.966;;;;;;;;;;1.539;;1.549;;;1.499;;;;;;;;BURGOS;dm;NORPETROL;P;0,0;0,0;16126;1220;09;08
09001;LOPEZ BRAVO, 93;"L-V: 06:30-22:00; S: 08:00-14:30";42.362528;BURGOS;-3,762083;D;Burgos;;;;;;;;;;;1.637;;1.717;;;1.597;;;;1.747;;;;BURGOS;dm;VILLALÓN;P;0,0;0,0;9803;1220;09;08
09001;CALLE CONDADO DE TREVIÑO, 30;L-D: 06:00-00:00;42.370528;BURGOS;-3,718528;I;Burgos;;;;;;;;;;;1.699;;1.809;;;1.629;1.699;;;;;;;BURGOS;dm;VILLALONQUEJAR;P;0,0;0,0;11878;1220;09;08
09001;CL MADRID, 66;L-D: 24H;42.330333;BURGOS;-3,700500;D;Burgos;;;;;;;;;;;1.669;;1.729;;;1.619;;;;1.729;;;;BURGOS;dm;REPSOL;P;0,0;0,0;6053;1220;09;08
09001;CL AVENIDA PALENCIA, S.N.;L-D: 24H;42.337472;BURGOS;-3,711889;D;Burgos;;;;;;;;;;1.119;1.669;;1.729;;;1.619;;;;1.729;;;;BURGOS;dm;REPSOL;P;0,0;0,0;5986;1220;09;08
09006;CARRETERA SANTANDER N-623 (CARREFOUR) KM. 2;L-D: 24H;42.360694;BURGOS;-3,694778;N;Burgos;;;;;;;;;;;1.619;;1.659;;;1.589;;;;1.719;;;;BURGOS;dm;CARREFOUR;P;0,0;0,0;12062;1220;09;08
09006;AVENIDA ISLAS BALEARES, S/N;L-D: 24H;42.363611;BURGOS;-3,680694;D;Burgos;;;;;;;;;;;1.689;;1.799;;;1.619;1.689;;;;;;;BURGOS;dm;FUNDACION AIDA CEPSA;P;0,0;0,0;6068;1220;09;08
09006;AVENIDA PRINCIPE DE ASTURIAS, SN;L-V: 07:00-23:00;42.365528;BURGOS;-3,674806;D;Burgos;;;;;;;;;;;1.699;;1.809;;;1.629;;;;1.699;;;;BURGOS;dm;TRIFON;P;0,0;0,0;14516;1220;09;08
09006;CARRETERA CARRETERA DE SANTANDER KM. 2;L-D: 24H;42.358694;BURGOS;-3,695111;N;Burgos;0.6;;;;;;;;;0.999;1.529;;1.539;;;1.499;;;;1.764;;;;BURGOS;dm;BEROIL;P;0,0;0,0;6073;1220;09;08
09007;CALLE ALCALDE MARTIN COBOS  EN  BURGOS, 12;L-D: 24H;42.351583;BURGOS;-3,647722;D;Burgos;0.966;;;;;;;;;;1.529;;1.539;;;1.499;;;;;;;;BURGOS;dm;NORPETROL ORY;P;0,0;0,0;14798;1220;09;08
09007;CL GLORIETA LOGROÑO, S.N.;L-D: 24H;42.34875;BURGOS;-3,677917;D;Burgos;;;;;;;;;;;1.669;;1.729;;;1.619;;;;1.729;;;;BURGOS;dm;REPSOL;P;0,0;0,0;5532;1220;09;08
09007;CALLE ALCALDE MARTIN COBOS  EN  BURGOS, 18;L-D: 06:00-22:00;42.358722;BURGOS;-3,650972;N;Burgos;;;;;;;;;;;1.659;;1.759;;;1.619;1.683;;;;;;;BURGOS;OM;CEPSA;P;0,0;0,0;14580;1220;09;08
09007;CALLE JUAN RAMÓN JIMENEZ, S/N;L-D: 24H;42.351167;BURGOS;-3,660306;D;Burgos;;;;;;;;;;;1.529;;1.549;;;1.499;;;;;;;;BURGOS;OM;BALLENOIL;P;0,0;0,0;15683;1220;09;08
09007;CALLE ALCALDE MARTIN COBOS  EN  BURGOS, 19;L-D: 24H;42.360639;BURGOS;-3,652806;N;Burgos;0.6;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;16220;1220;09;08
09007;CALLE ALCALDE MARTÍN COBOS, 26;L-D: 24H;42.362;BURGOS;-3,653500;D;Burgos;;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;PLENERGY;P;0,0;0,0;15572;1220;09;08
09006;CARRETERA N-623 KM. 0;L-D: 06:30-22:30;42.366083;VILLATORO;-3,692694;N;Burgos;;;;;;;;;;;1.579;;1.629;;;1.549;1.599;;;;;;;BURGOS;OM;GALP;P;0,0;0,0;5040;1220;09;08
09192;CALLE VITORIA, 290;L-D: 07:00-23:00;42.364111;VILLAFRIA;-3,622139;D;Burgos;;;;;;;1.745;;;;1.635;;;;;1.589;;;;1.749;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5982;1220;09;08
09007;CARRETERA NACIONAL 120 KM. 108,3;L-D: 07:00-23:00;42.344583;VILLAYUDA O LA VENTILLA;-3,647944;I;Burgos;;;;;;;;;;1.105;1.639;;1.689;;;1.609;;;;1.719;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6059;1220;09;08
09007;CALLE PARAMO, 15;"L-V: 07:00-21:00; S: 07:00-14:00";42.347111;VILLAYUDA O LA VENTILLA;-3,650194;D;Burgos;;;;;;;;;;;1.659;;;;;1.619;;;;;;;;BURGOS;OM;CEPSA;P;0,0;0,0;14321;1220;09;08
09000;CALLE CONDADO DE TREVIÑO, 2;L-D: 24H;42.368111;BURGOS;-3,728194;D;Burgos;;;;;;;;;;;1.639;;;;;1.539;;;;;;;;BURGOS;dm;BIESA;P;0,0;0,0;12608;1220;09;08
09192;CARRETERA NACIONAL I KM. 247;L-D: 24H;42.369417;BURGOS;-3,607611;I;Burgos;1.5;;;;;;;;;;1.809;;;;;1.754;;;;;;;;BURGOS;dm;URLAVE;P;0,0;0,0;4942;1220;09;08
09451;CARRETERA BU-910 KM. 24;L-D: 08:00-21:00;41.823167;CALERUEGA;-3,490250;I;Caleruega;;;;;;;;;;;1.669;;1.909;;;1.619;;;;1.779;;;;BURGOS;dm;MOEVE;P;0,0;0,0;5544;1224;09;08
09193;CALLE CALZADA, 1;L-D: 24H;42.287639;CARCEDO DE BURGOS;-3,623639;D;Carcedo de Burgos;;;;;;;;;;;1.497;;;;;1.437;;;;;;;;BURGOS;dm;CARCEDOIL;P;0,0;0,0;14118;1231;09;08
09193;CARRETERA N-120 KM. 106;L-D: 06:00-22:00;42.34125;CARDEÑAJIMENO;-3,612222;I;Cardeñajimeno;;;;;;;1.745;;;;1.635;;;;;1.609;;;;1.769;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5518;1233;09;08
09391;CARRETERA N-122 KM. 278,160;L-D: 07:00-22:00;41.648417;CASTRILLO DE LA VEGA;-3,782750;D;Castrillo de la Vega;0.75;;;;;;;;;;1.679;1.25;;;;1.659;1.729;;;;;;;BURGOS;dm;CEPSA;P;0,0;0,0;6071;1242;09;08
09110;CARRETERA BU-P-4013 KM. 1;L-D: 24H;42.286667;CASTROJERIZ;-4,141333;D;Castrojeriz;;;;;;;1.799;;;;1.779;;;;;1.649;;;;;;;;BURGOS;dm;PETRONOR;P;0,0;0,0;5515;1246;09;08
09110;CAMINO HERAS, S/N;L-V: 09:00-13:30 y 15:30-19:00;42.286833;CASTROJERIZ;-4,145472;D;Castrojeriz;0.96;;;;;;;;;;1.659;;;;;1.539;;;;;;;;BURGOS;dm;BIESA;P;0,0;0,0;9235;1246;09;08
09349;AUTOVIA A-1 KM. 189,9;L-D: 24H;41.929778;CILLERUELO DE ABAJO;-3,763361;I;Cilleruelo de Abajo;;;;;;;;;;;1.635;;1.725;;;1.599;;;;1.739;;;;BURGOS;dm;BP;P;0,0;0,0;11691;1255;09;08
09215;POLIGONO POLIGONO 517 PARCELA 19, S/N;L-D: 24H;42.722944;ARMENTIA;-2,696139;N;Condado de Treviño;0.735;;;;;;;;;;1.58;1.24;;;;1.48;;;;;;;;BURGOS;dm;AN ENERGETICOS - VENTAS DE ARMENTIA;P;0,0;0,0;12207;1259;09;08
09215;CARRETERA MIRANDA DE EBRO KM. 38;"L-S: 07:00-22:00; D: 08:00-15:00";42.733694;TREVIÑO;-2,750194;I;Condado de Treviño;;;;;;;;;;;1.749;;1.758;;;1.619;;;;;;;;BURGOS;dm;GASOLINERA TREVIÑO;P;0,0;0,0;4944;1259;09;08
09560;CALLE ESTACION, S/N;L-D: 07:00-22:00;43.075361;ESPINOSA DE LOS MONTEROS;-3,542806;I;Espinosa de los Monteros;1.29;;;;;;;;;;1.655;1.465;1.775;;;1.599;;;;1.759;;;;BURGOS;dm;A.S. LA ESTACION DE ESPINOSA;P;0,0;0,0;11947;1269;09;08
09230;CARRETERA NACIONAL 620 KM. 20;L-D: 24H;42.278444;ESTEPAR;-3,891750;N;Estépar;0.6;;;;;;;;;;1.529;1.099;1.539;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;4970;1271;09;08
09230;N-620 km 22;L-D: 24H;42.275278;ESTEPAR;-3,897222;N;Estépar;0.799;;;;;;;;;;1.669;1.359;;;;1.539;;;;;;;;BURGOS;dm;VALCARCE;P;0,0;0,0;8034;1271;09;08
09349;CARRETERA A-1 KM. 187,800;"L-V: 07:00-23:00; S: 08:00-22:00; D: 08:00-23:00";41.916222;FONTIOSO;-3,751139;I;Fontioso;;;;;;;1.729;1.409;1.349;;1.619;1.33;;;;1.585;;;;;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5054;1272;09;08
09349;AUTV.A-1 km 190;"L-V: 24H; S: 00:00-23:00; D: 07:00-23:00";41.930556;FONTIOSO;-3,759889;D;Fontioso;0.979;;;;;;;;;;1.689;;1.759;;;1.639;;;;1.749;;;;BURGOS;dm;SHELL;P;0,0;0,0;8403;1272;09;08
09230;AUTOVIA A-62 KM. 16,7;L-D: 07:00-23:00;42.294444;FRANDOVINEZ;-3,846500;D;Frandovínez;;;;;;;;;;;1.659;;1.709;;;1.599;;;;1.759;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5975;1273;09;08
09315;CARRETERA N122 KM286 KM. 286;L-D: 24H;41.626083;FUENTECEN;-3,878722;D;Fuentecén;0.6;;;;;;;;1.229;;1.529;1.099;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;13254;1281;09;08
09471;A-1 km 152,8;L-D: 07:00-23:00;41.616306;FUENTESPINA;-3,684833;D;Fuentespina;;;;;;;;;;;1.669;;1.746;;;1.593;1.663;;;1.673;;;;BURGOS;OM;CEPSA;P;0,0;0,0;5059;1286;09;08
09370;AUTOVIA A-1 KM. 171;"L-J: 08:00-21:00; V: 08:00-22:00; S: 08:00-21:00; D: 10:00-22:00";41.78025;GUMIEL DE IZAN;-3,695667;D;Gumiel de Izán;;;;;;;;;;;1.619;;1.719;;;1.585;;;;1.745;;;;BURGOS;OM;PETRONOR;P;0,0;0,0;6011;1291;09;08
09430;CARRETERA C-111 (ARANDA DE DUERO - SALAS) KM. 40,9;"L-V: 08:30-20:30; S: 08:30-14:30 y 16:00-20:30; D: 10:00-14:30 y 16:00-20:30";41.835056;HUERTA DEL REY;-3,345889;D;Huerta de Rey;;;;;;;;;;;1.619;;1.719;;;1.575;;;;;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6054;1307;09;08
09340;CALLE GALERNA  EN  LERMA, 6;L-D: 24H;42.0375;LERMA;-3,766778;D;Lerma;;;;;;;;;;;1.717;;;;;1.609;;;;;;;;BURGOS;dm;"BV-CARBURANTES / "" DTO %""";P;0,0;0,0;9008;1322;09;08
09340;CARRETERA CTRA. LERMA/VILLALMANZO S/N KM. S/N;L-D: 24H;42.037389;LERMA;-3,753889;N;Lerma;;;;;;;;;;;1.679;;;;;1.579;;;;;;;;BURGOS;dm;REDSTONE PREMIUM, S.L.;P;0,0;0,0;10631;1322;09;08
09330;AUTOVIA A-1 KM. 214,1;"L-J: 08:00-21:00; V-D: 08:00-22:00";42.132361;MADRIGALEJO DEL MONTE;-3,716806;I;Madrigalejo del Monte;;;;;;;;;;;1.669;;1.769;;;1.619;;;;;;;;BURGOS;dm;CEPSA;P;0,0;0,0;5002;1325;09;08
09500;POLIGONO NAVAS, 1;L-D: 24H;42.943167;MEDINA DE POMAR;-3,485278;D;Medina de Pomar;0.6;;;;;;;;;;1.599;1.249;1.609;;;1.559;;;;;;;;BURGOS;dm;AVIA;P;0,0;0,0;12449;1333;09;08
09500;CARRETERA N-629 KM. 25,300;L-D: 07:00-21:30;42.945;MEDINA DE POMAR;-3,483000;I;Medina de Pomar;;;;;;;1.769;;;;1.679;1.499;;;;1.619;;;;1.769;;;;BURGOS;dm;REPSOL;P;0,0;0,0;6004;1333;09;08
09100;CALLE FERNAN GONZALEZ, 1;L-V: 08:00-13:30 y 15:30-18:00;42.401528;MELGAR DE FERNAMENTAL;-4,245167;D;Melgar de Fernamental;;;;;;;;;;;1.659;;;;;;;;;;;;;BURGOS;dm;BIESA;P;0,0;0,0;12606;1334;09;08
09100;CR N-120, 162;L-D: 07:00-22:00;42.403056;MELGAR DE FERNAMENTAL;-4,238167;D;Melgar de Fernamental;;;;;;;;;;;1.669;;1.769;;;1.593;;;;1.673;;;;BURGOS;OM;MOEVE;P;0,0;0,0;5991;1334;09;08
09569;CR C-629, 60;L-D: 06:00-20:00;43.080083;BERCEDO;-3,458333;D;Merindad de Montija;;;;;;;;;;;1.655;1.495;;;;1.605;;;;1.775;;;;BURGOS;dm;REPSOL;P;0,0;0,0;6018;1336;09;08
09569;CALLE CAMINO REAL  EN  VILLASANTE, S/N;L-D: 24H;43.059139;VILLASANTE;-3,476417;D;Merindad de Montija;0.849;;;;;;;;;;1.509;;;;;1.499;;;;;;;;BURGOS;dm;TENERGY;P;0,0;0,0;15021;1336;09;08
09141;CARRETERA CL-629 KM. 35;L-D: 07:00-22:00;42.637028;CERNEGULA;-3,623861;I;Merindad de Río Ubierna;0.75;;;;;;;;;;1.479;;;;;1.399;;;;;;;;BURGOS;dm;E.S. LAS BRUJAS - CERNEGULA;P;0,0;0,0;4938;1337;09;08
09568;CARRETERA BU526 KM. 22;L-D: 24H;43.04575;VALLEJO;-3,688250;N;Merindad de Sotoscueva;;;;;;;;;;;1.629;;;;;1.578;;;;;;;;BURGOS;dm;AVIA;P;0,0;0,0;4959;1338;09;08
09460;AUTOVIA A-1 KM. 149,3;L-D: 07:00-23:00;41.593833;MILAGROS;-3,697222;I;Milagros;0.85;;;;;;;;;;1.679;;1.782;;;1.603;1.673;;;;;;;BURGOS;dm;CEPSA;P;0,0;0,0;5041;1341;09;08
09200;CARRETERA DE BILBAO (C.C. LECLERC) km S/N;L-D: 24H;42.6955;MIRANDA DE EBRO;-2,951750;D;Miranda de Ebro;;;;;;;;;;;1.56;;1.61;;;1.49;1.54;;;;;;;BURGOS;dm;E.LECLERC;P;0,0;0,0;4753;1342;09;08
09200; CTRA NACIONAL 1 KM 318,8, ;L-V: 06:00-21:00;42.692944;MIRANDA DE EBRO;-2,937500;I;Miranda de Ebro;;;;;;;;;;;1.665;;1.725;;;1.599;;;;1.759;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6041;1342;09;08
09200;CARRETERA MADRID-IRUN KM. 318;L-D: 06:30-22:30;42.688306;MIRANDA DE EBRO;-2,952944;D;Miranda de Ebro;;;;;;;;;;1.079;1.659;;1.729;;;1.595;;;;;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5983;1342;09;08
09200;CARRETERA MADRID-IRUN KM. 318;"L-V: 06:00-21:00; S: 08:00-14:00; D: 07:00-15:00";42.688833;MIRANDA DE EBRO;-2,952750;I;Miranda de Ebro;;;;;;;;;;;1.659;;1.729;;;1.595;;;;1.705;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5984;1342;09;08
09200;CARRETERA NACIONAL 1 MADRID IRUN KM. 318;L-D: 24H;42.686333;MIRANDA DE EBRO;-2,961472;I;Miranda de Ebro;0.949;;;;;;;;;;1.669;;1.766;;;1.609;;;;1.75;;;;BURGOS;dm;BP VIA NORTE;P;0,0;0,0;12425;1342;09;08
09200;CTRA. DE LOGROÑO, 70;L-D: 06:30-22:30;42.68575;MIRANDA DE EBRO;-2,932667;N;Miranda de Ebro;;;;;;;;;;;1.619;1.349;1.669;;;1.549;;;;1.689;;;;BURGOS;OM;GALP ;P;0,0;0,0;5037;1342;09;08
09200;CARRETERA BILBAO  EN  MIRANDA DE EBRO KM. 40;L-D: 24H;42.692972;MIRANDA DE EBRO;-2,950500;D;Miranda de Ebro;;;;;;;;;;;1.559;;;;;1.489;;;;;;;;BURGOS;dm;PLENERGY;P;0,0;0,0;15267;1342;09;08
09200;POLIGONO P. INDUSTRIAL BAYAS 146 PARCELAS 58, 146;L-D: 24H;42.696583;MIRANDA DE EBRO;-2,915250;D;Miranda de Ebro;0.6;;;;;;;;;;1.539;;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;13372;1342;09;08
09200;CARRETERA BILBAO  EN  MIRANDA DE EBRO KM. 34;L-V: 09:00-17:00;42.692556;MIRANDA DE EBRO;-2,949556;D;Miranda de Ebro;;;;;;;;;;;1.669;;1.769;;;1.609;1.663;;;;;;;BURGOS;OM;CEPSA;P;0,0;0,0;16117;1342;09;08
09311;CR BU-619, 26,1;"L-V: 07:00-22:00; S: 08:00-22:00; D: 09:00-22:00";41.781611;OLMEDILLO DE ROA;-3,929972;D;Olmedillo de Roa;;;;;;;1.729;;;;1.619;1.32;;;;1.575;;;;;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6028;1355;09;08
09530;CARRETERA LOGROÑO SANTANDER KM. 508;"L-V: 07:30-21:00; S-D: 08:30-21:00";42.734833;OÑA;-3,414722;I;Oña;;;;;;;;;;;1.579;;1.599;;;1.499;;;;;;;;BURGOS;dm;AVIA;P;0,0;0,0;4920;1357;09;08
09350;AUTOVIA A-2 KM. 176,6;"L-V: 08:00-22:00; S: 09:30-19:30; D: 10:30-20:30";41.824917;OQUILLAS;-3,703972;D;Oquillas;0.799;;;;;;;;;;1.579;;1.674;;;1.554;1.604;;;;;;;BURGOS;OM;GALP;P;0,0;0,0;5036;1358;09;08
09680;POLIGONO POLIGONO INDUSTRIAL LAS ERAS ALTO DE LA PALOMERA, 5;L-D: 06:00-00:00;41.978583;PALACIOS DE LA SIERRA;-3,142333;D;Palacios de la Sierra;0.65;;;;;;;;;;1.459;;1.479;;;1.439;;;;;;;;BURGOS;dm;ES HERMANOS OLALLA;P;0,0;0,0;13038;1363;09;08
09462;AUTOVIA A-1 KM. 146,7;L-D: 07:00-23:00;41.573639;PARDILLA;-3,705500;D;Pardilla;0.85;;;;;;;;;;1.679;;1.782;;;1.603;1.673;;;;;;;BURGOS;dm;CEPSA;P;0,0;0,0;5007;1369;09;08
09290;AU AP-1  (DCHA), 12;L-D: 24H;42.404111;QUINTANAPALLA;-3,549583;D;Quintanapalla;;;;;;;;;;1.089;1.665;;1.705;;;1.619;1.669;;;1.719;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5078;1394;09;08
09290;AU AP-1   (IZDA), 12;L-D: 24H;42.40475;QUINTANAPALLA;-3,549556;I;Quintanapalla;;;;;;;;;;1.079;1.665;;1.705;;;1.609;;;;1.719;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5079;1394;09;08
09670;CTRA. DE SORIA, S/N (CRTA. DE SORIA, S/N);"L-S: 08:00-21:00; D: 09:00-21:00";41.972694;QUINTANAR DE LA SIERRA;-3,041972;D;Quintanar de la Sierra;;;;;;;;;;;1.529;;1.584;;;1.524;;;;1.659;;;;BURGOS;OM;GALP;P;0,0;0,0;5038;1395;09;08
09140;CARRETERA N-623 KM. 10;L-D: 07:00-23:00;42.426861;VIVAR DEL CID;-3,681639;D;Quintanilla Vivar;;;;;;;;;;;1.679;;1.779;;;1.599;1.677;;;;;;;BURGOS;dm;CEPSA;P;0,0;0,0;4918;1401;09;08
09131;CARRETERA A-231			 KM. 152;L-D: 07:00-23:00;42.366583;QUINTANILLAS (LAS);-3,843667;D;Quintanillas (Las);;;;;;;;;;;1.629;;1.709;;;1.605;;;;1.755;;;;BURGOS;OM;REPSOL;P;0,0;0,0;16072;1402;09;08
09613;CARRETERA BURGOS-SAGUNTO KM. S/N;"L-V: 08:00-20:00; S: 10:00-13:00";42.027639;REVILLA (LA);-3,322972;D;Revilla y Ahedo (La);0.69;;;;;;;;;;1.569;;;;;1.529;;;;;;;;BURGOS;dm;PINAROIL S.L.;P;0,0;0,0;10164;1414;09;08
09300;CARRETERA SAN MARTIN DE RUBIALES KM. 1;L-V: 09:00-14:00 y 16:00-19:00;41.690528;ROA;-3,925778;D;Roa;0.69;;;;;;;;;;1.653;1.159;;;;1.575;;;;;;;;BURGOS;dm;CORIDU;P;0,0;0,0;9215;1418;09;08
09300;CARRETERA BU-111 CTRA. LERMA-S.MARIN RUBIALES KM. 28,500;L-D: 07:00-23:00;41.6985;ROA;-3,923194;D;Roa;;;;;;;1.735;;;;1.625;1.31;;;;1.575;;;;1.735;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6042;1418;09;08
09199;N-I km 249;L-D: 24H;42.37675;RUBENA;-3,590833;D;Rubena;0.6;;;;;;1.599;1.299;1.249;;1.529;1.099;1.539;;;1.499;;;;;;;;BURGOS;dm;BEROIL, S.L.;P;0,0;0,0;4908;1421;09;08
09600;CARRETERA N-234 KM. 437;L-D: 07:00-23:00;42.023583;SALAS DE LOS INFANTES;-3,292250;D;Salas de los Infantes;;;;;;;;;;;1.619;;1.669;;;1.579;;;;1.729;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5998;1425;09;08
09620;AUTV.A-1 (N-234) km 225,5;"L-V: 06:30-23:00; S-D: 07:00-23:00";42.226389;SARRACIN;-3,707250;I;Sarracín;0.979;;;;;;;;;;1.689;;1.759;;;1.639;;;;;;;;BURGOS;dm;SHELL;P;0,0;0,0;8405;1448;09;08
09620;CARRETERA N-I KM. 228,3;L-D: 24H;42.245333;SARRACIN;-3,705972;I;Sarracín;0.799;;;;;;1.769;;;;1.674;;1.769;;;1.614;1.664;;;;;;;BURGOS;OM;GALP;P;0,0;0,0;5028;1448;09;08
09620;CARRETERA N-I KM. 228,4;L-D: 24H;42.245833;SARRACIN;-3,703139;D;Sarracín;0.799;;;;;;1.739;;;;1.644;;1.739;;;1.609;1.659;;;;;;;BURGOS;OM;GALP;P;0,0;0,0;5074;1448;09;08
09123;CARRETERA NACIONAL 120 LOGROÑO  -VIGO KM. 145;"L-S: 07:00-22:00; D: 08:00-22:00";42.399444;OLMILLOS DE SASAMON;-4,038056;D;Sasamón;0.995;;;;;;1.798;;;;1.648;;;;;1.598;;;;1.698;;;;BURGOS;dm;REPSOL;P;0,0;0,0;15368;1449;09;08
09135;CARRETERA A BARRIO DE SAN FELICES  EN  SOTRESGUDO KM. 1;L-V: 09:00-13:30 y 15:30-19:00;42.5565;SOTRESGUDO;-4,203167;D;Sotresgudo;;;;;;;;;;;1.679;;;;;1.539;;;;;;;;BURGOS;dm;BIESA;P;0,0;0,0;12607;1455;09;08
09540;CTRA. N-629 OÑA-SANTOÑA, KM. 7,7;L-D: 24H;42.806222;TRESPADERNE;-3,390056;D;Trespaderne;;;;;;;;;;;1.558;1.19;1.598;;;1.489;;;;1.589;;;;BURGOS;dm;E.S. BASURTO, S.L.;P;0,0;0,0;9284;1471;09;08
09491;CR N-122, 257;L: 07:00-22:00;41.633528;VADOCONDES;-3,578028;I;Vadocondes;;;;;;;1.745;;;;1.635;;;;;1.575;;;;1.735;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5545;1475;09;08
09510;CARRETERA BU-550 KM. 27;L-D: 07:00-21:00;42.978611;QUINCOCES DE YUSO;-3,222722;N;Valle de Losa;;;;;;;;;;;1.699;1.214;1.754;;;1.614;;;;;;;;BURGOS;OM;GALP;P;0,0;0,0;5043;1481;09;08
09585;CARRETERA C-6318 KM. 43,4;L-D: 07:00-21:00;43.111639;ENTRAMBASAGUAS;-3,266222;I;Valle de Mena;;;;;;;;;;;1.645;1.365;1.715;;;1.595;;;;;;;;BURGOS;dm;PETRONOR;P;0,0;0,0;6046;1483;09;08
09585;CR C-6318, 34;"L-V: 07:00-20:00; S: 07:30-20:00";43.166972;SANTA CRUZ DE MENA;-3,229222;D;Valle de Mena;;;;;;;1.745;;;;1.635;;;;;1.579;;;;;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6052;1483;09;08
