C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Adblue;Precio Amoniaco;Precio Biodiesel;Precio Bioetanol;Precio Biogas Natural Comprimido;Precio Biogas Natural Licuado;Precio Diésel Renovable;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E25;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 95 E85;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Gasolina Renovable;Precio Hidrogeno;Precio Metanol;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA
24400;AVENIDA MOLINASECA  EN  PONFERRADA, 2;L-D: 24H;42.54525;PONFERRADA;-6,582750;D;Ponferrada;;;;;;;;;;;1.645;;1.725;;;1.545;;;;1.665;;;;LEÓN;dm;SHELL;P;0,0;0,0;12856;3699;24;08
24400;AVENIDA DE GALICIA, S/N;L-D: 07:00-23:00;42.555667;PONFERRADA;-6,615861;I;Ponferrada;0.8;;;;;;;;;;1.635;;1.715;;;1.549;;;;1.709;;;;LEÓN;dm;GALP;P;0,0;0,0;5536;3699;24;08
24400;AUTOVIA A-6 KM. 390,3;L-D: 24H;42.583917;PONFERRADA;-6,628056;I;Ponferrada;;;;;;;1.739;;;;1.639;;;;;1.525;;;;1.685;;;;LEÓN;OM;REPSOL;P;0,0;0,0;10878;3699;24;08
24400;CARRETERA A6 KM. 390,3;L-D: 24H;42.584417;PONFERRADA;-6,625778;D;Ponferrada;;;;;;;1.739;;;1.099;1.639;;;;;1.525;;;;1.685;;;;LEÓN;OM;REPSOL;P;0,0;0,0;10877;3699;24;08
24400;AVENIDA GALICIA, 221;L-D: 24H;42.565222;PONFERRADA;-6,636000;D;Ponferrada;;;;;;;;;;;1.525;;;;;1.425;;;;;;;;LEÓN;dm;PLENERGY;P;0,0;0,0;14958;3699;24;08
24400;AVDA. DE LA PLATA, 2 (N-VIA km 383,5);L-D: 07:00-23:00;42.547361;PONFERRADA;-6,605778;D;Ponferrada;;;;;;;;;;;1.649;1.424;1.749;;;1.553;1.641;;;1.653;;;;LEÓN;OM;CEPSA;P;0,0;0,0;4999;3699;24;08
24400;AVENIDA PORTUGAL, SN;L-D: 07:00-23:00;42.540917;PONFERRADA;-6,639750;I;Ponferrada;;;;;;;;;;;1.649;;1.749;;;1.559;1.619;;;;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5000;3699;24;08
24855;CARRETERA GENERAL (BOÑAR-CABAÑAQUINTA km 0,165);L-D: 24H;43.014472;PUEBLA DE LILLO;-5,276528;D;Puebla de Lillo;;;;;;;;;;;1.635;;;;;1.535;;;;;;;;LEÓN;dm;CEDYC;P;0,0;0,0;8197;3705;24;08
24380;CR N-536, 33,3;L: 06:30-22:30;42.417889;PUENTE DE DOMINGO FLOREZ;-6,823944;D;Puente de Domingo Flórez;;;;;;;;;;;1.629;;1.729;;;1.519;;;;1.679;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6043;3706;24;08
24900;CARRETERA N-621 KM. 98;L-D: 09:00-20:00;42.973944;RIAÑO;-4,962250;D;Riaño;;;;;;;;;;;1.649;;1.709;;;;1.572;;;;;;;LEÓN;OM;MOEVE;P;0,0;0,0;5003;3712;24;08
24794;N-VI km 314,1;L-D: 24H;42.384277;RIEGO DE LA VEGA;-5,985685;I;Riego de la Vega;0.84;;;;;;;;;;1.655;;;;;1.55;;;;;;;;LEÓN;dm;COMPOSTRA OIL;P;0,0;0,0;4964;3713;24;08
24126;CARRETERA LE-493 KM. 43;L-D: 08:00-22:00;42.777778;OTERICO;-5,924861;D;Riello;0.7;;;;;;;;;;1.689;;1.749;;;1.589;;;;1.709;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5032;3714;24;08
24275;AT AP-66, 126;L-D: 07:00-23:00;42.691639;RIOSECO DE TAPIA;-5,770944;I;Rioseco de Tapia;;;;;;;;;;;1.665;;1.715;;;1.545;;;;1.655;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5969;3715;24;08
24275;AT AP-66, 126;L-D: 24H;42.690583;RIOSECO DE TAPIA;-5,767500;D;Rioseco de Tapia;;;;;;;;;;;1.675;;1.715;;;1.555;;;;1.655;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5970;3715;24;08
24640;CARRETERA N-630 KM. 121;L-D: 07:00-23:00;42.792139;ROBLA (LA);-5,628194;D;Robla (La);;;;;;;1.759;;;;1.649;;;;;1.585;;;;1.745;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6023;3716;24;08
24790;MUNICIPIO;"L-V: 09:00-13:30 y 16:00-18:30; S: 09:00-13:30";42.218889;VALCABADO DEL PARAMO;-5,801917;N;Roperuelos del Páramo;;;;;;;;;;;;1.09;;;;;;;;;;;;LEÓN;dm;SUTECAL;P;0,0;0,0;9511;3717;24;08
24320;C-611 km 1,1;L-D: 07:30-21:30;42.369111;SAHAGUN;-5,024222;D;Sahagún;;;;;;;;;;;1.665;;1.738;;;1.553;;;;1.623;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5006;3719;24;08
24320;A-231 km 49;L-D: 06:00-23:59;42.380083;SAHAGUN;-5,049028;D;Sahagún;;;;;;;;;;;1.649;;1.749;;;1.553;;;;1.653;;;;LEÓN;OM;MOEVE;P;0,0;0,0;5082;3719;24;08
24320;A-231 km 50;L-D: 06:00-23:59;42.381389;SAHAGUN;-5,049028;I;Sahagún;;;;;;;;;;;1.649;;1.749;;;1.553;;;;1.653;;;;LEÓN;OM;MOEVE;P;0,0;0,0;5514;3719;24;08
24320;CARRETERA MAYORGA KM. 1;L-D: 24H;42.366194;SAHAGUN;-5,034861;D;Sahagún;0.679;;;;;;;;;;1.582;;;;;1.479;;;;;;;;LEÓN;dm;RIALCE, S.L.;P;0,0;0,0;11812;3719;24;08
24191;AZORIN S/N;"L-V: 07:00-23:00; S-D: 08:00-00:00";42.607694;SAN ANDRES DEL RABANEDO;-5,604056;D;San Andrés del Rabanedo;;;;;;;;;;;1.579;;1.629;;;1.469;;;;1.579;;;;LEÓN;dm;PASO HONROSO;P;0,0;0,0;10607;3721;24;08
24191;CARRETERA LE-441 KM. 4,6;L-S: 09:00-14:30 y 16:30-19:00;42.613278;SAN ANDRES DEL RABANEDO;-5,639972;D;San Andrés del Rabanedo;;;;;;;;;;;1.639;;1.709;;;1.535;;;;1.695;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6030;3721;24;08
24191;AVDA. PÁRROCO PABLO DIEZ S/N (C.C. LECLERC);L-D: 24H;42.590167;SAN ANDRES DEL RABANEDO;-5,618333;N;San Andrés del Rabanedo;;;;;;;;;;;1.559;;1.619;;;1.419;;;;;;;;LEÓN;dm;E.LECLERC LEON;P;0,0;0,0;4732;3721;24;08
24010;AVENIDA DEL PÁRROCO PABLO DIEZ, 487;L-D: 24H;42.588972;SAN ANDRES DEL RABANEDO;-5,619306;N;San Andrés del Rabanedo;;;;;;;;;;;1.549;;1.569;;;1.419;1.439;;;;;;;LEÓN;OM;BALLENOIL;P;0,0;0,0;16350;3721;24;08
24010;CARRETERA NN 120 KM. 308;L-D: 07:00-23:00;42.590472;TROBAJO DEL CAMINO;-5,615583;D;San Andrés del Rabanedo;;;;;;;;;;;1.649;;1.739;;;1.539;;;;1.679;;;;LEÓN;OM;BP LEON - TROBAJO MD;P;0,0;0,0;6021;3721;24;08
24010;CARRETERA NACIONAL 120 KM. 309,9;L-D: 07:00-22:00;42.584861;TROBAJO DEL CAMINO;-5,631944;D;San Andrés del Rabanedo;;;;;;;;;;;1.649;;1.699;;;1.545;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6010;3721;24;08
24010;AVENIDA PARROCO PABLO DIEZ, 462;L-D: 07:00-23:00;42.591222;TROBAJO DEL CAMINO;-5,615167;D;San Andrés del Rabanedo;0.799;;;;;;;;;;1.649;;1.689;;;1.539;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;12507;3721;24;08
24359;CARRETERA LE-420 KM. 72;L-D: 24H;42.382972;SAN CRISTOBAL DE LA POLANTERA;-5,888556;I;San Cristóbal de la Polantera;0.849;;;;;;;;;;1.569;;;;;1.469;;;;;;;;LEÓN;dm;PASO HONROSO;P;0,0;0,0;5047;3722;24;08
24144; CL  626, ;L-D: 08:00-20:00;42.946917;SAN EMILIANO;-5,997528;I;San Emiliano;;;;;;;;;;;1.659;;1.719;;;1.519;;;;;;;;LEÓN;dm;LISARMINIA;P;0,0;0,0;5542;3723;24;08
24290;AVENIDA LEON 1;"L-S: 07:00-22:00; D: 09:00-22:00";42.360083;MATALLANA DE VALMADRIGAL;-5,329472;D;Santa Cristina de Valmadrigal;;;;;;;;;;;1.619;;1.719;;;1.519;;;;1.679;;;;LEÓN;OM;PETRONOR;P;0,0;0,0;10041;3731;24;08
24795;CALLE EL PARQUE, 9;L-D: 24H;42.375139;SANTIBAÑEZ DE LA ISLA;-5,935528;N;Santa María de la Isla;0.549;;;;;;;;;;1.559;1.139;;;;1.469;;;;;;;;LEÓN;dm;COOPERATIVA SAN BLAS;P;0,0;0,0;12400;3733;24;08
24240;CARRETERA MAYORGA ASTORGA KM. 46;L-D: 06:45-22:45;42.352028;SANTA MARIA DEL PARAMO;-5,739417;D;Santa María del Páramo;;;;;;;1.745;;;;1.635;1.344;;;;1.525;;;;1.645;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6027;3736;24;08
24391;C-622   LEÓN-PORTUGAL km 2,6;L-D: 07:00-23:00;42.533611;SANTOVENIA DE LA VALDONCINA;-5,592944;D;Santovenia de la Valdoncina;1.049;;;;;;;;;;1.669;;1.739;;;1.569;;;;1.689;;;;LEÓN;dm;REPSOL;P;0,0;0,0;4758;3740;24;08
24121;C-623 km 8,5;L-D: 08:00-22:00;42.660667;SARIEGOS DEL BERNESGA;-5,623778;D;Sariegos;;;;;;;;;;;1.588;;;;;1.416;;;;1.665;;;;LEÓN;dm;JOVINO ESTHER E HIJOS S.L.;P;0,0;0,0;4745;3741;24;08
24121;CARRERA CABOALLES, 6;L-D: 08:00-22:00;42.660389;SARIEGOS DEL BERNESGA;-5,624444;I;Sariegos;;;;;;;;;;;1.588;;;;;1.416;;;;1.665;;;;LEÓN;dm;JOVINO ESTHER E HIJOS S.L.;P;0,0;0,0;4929;3741;24;08
24146;AUTOPISTA A-66 KM. 89;L-D: 24H;42.928972;CALDAS DE LUNA;-5,856583;I;Sena de Luna;;;;;;;;;;1.073;1.649;;1.74;;;1.573;;;;1.653;;;;LEÓN;OM;CEPSA;P;0,0;0,0;5968;3742;24;08
24237;CARRETERA N-630 KM. 186,300;"L-V: 08:00-22:00; S: 08:00-15:00; D: 08:00-22:00";42.241972;TORAL DE LOS GUZMANES;-5,570611;D;Toral de los Guzmanes;0.739;;;;;;;;;;1.639;;1.669;;;1.539;;;;1.629;;;;LEÓN;dm;REPSOL;P;0,0;0,0;6012;3746;24;08
24237;CARRETERA VALENCIA DE DON JUAN KM. SN;"L-V: 09:00-13:30 y 16:00-18:30; S: 09:00-13:30";42.251222;TORAL DE LOS GUZMANES;-5,566194;D;Toral de los Guzmanes;;;;;;;;;;;1.49;1.09;;;;;;;;;;;;LEÓN;dm;SUTECAL;P;0,0;0,0;9509;3746;24;08
24450;CARRETERA CL-631 KM24 KM. 24;L-D: 07:00-22:00;42.705389;TORENO;-6,515639;I;Toreno;;;;;;;;;;;1.669;;1.769;;;1.559;1.659;;;;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5012;3747;24;08
24523;AUTOVIA A-6 KM. 414,5;L-D: 07:00-23:00;42.646333;TRABADELO;-6,876556;D;Trabadelo;;;;;;;1.759;;;;1.659;;;;;1.569;;;;1.709;;;;LEÓN;dm;E.S. TRABADELO;P;0,0;0,0;4936;3749;24;08
24285;CARRETERA LA BAÑEZA-LA MAGDALENA KM. 87,3;L-D: 07:00-23:00;42.512611;GAVILANES;-5,890694;D;Turcia;0.689;;;;;;;;;;1.639;1.499;1.719;;;1.559;;;;;;;;LEÓN;dm;GUAY;P;0,0;0,0;14898;3751;24;08
24284;CARRETERA LE-420 KM. 91,5;"L-V: 07:00-23:00; S-D: 08:00-23:00";42.548556;ARMELLADA;-5,867917;I;Turcia;0.798;;;;;;1.879;;;;1.649;;;;;1.559;;;;1.699;;;;LEÓN;dm;REPSOL;P;0,0;0,0;5044;3751;24;08
24248;CARRETERA C-621 MAYORGA-ASTORGA KM. 50,400;"L-S: 07:00-22:00; D: 08:00-22:00";42.382806;MANSILLA DEL PARAMO;-5,784917;I;Urdiales del Páramo;0.79;;;;;;;;;;1.639;;1.699;;;1.559;1.619;;;;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5042;3752;24;08
24227;CARRETERA N-601 KM. 321;L-V: 07:00-21:00;42.570944;VALDELAFUENTE;-5,520528;D;Valdefresno;;;;;;;;;;;1.649;;1.699;;;1.545;;;;1.705;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5999;3754;24;08
24227;CARRETERA N-601 KM. 321;L-D: 06:15-22:15;42.569722;VALDELAFUENTE;-5,519194;I;Valdefresno;;;;;;;;;;;1.649;;1.699;;;1.545;;;;1.705;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6000;3754;24;08
24920;CARRETERA NACIONAL 625 KM 31.4 (N-625 km 31,4);L-S: 08:00-15:00;42.560028;ALDEA DEL PUENTE (LA);-5,282639;D;Valdepolo;;;;;;;;;;;1.759;1.445;1.785;;;1.629;;;;;;;;LEÓN;dm;PETRONOR;P;0,0;0,0;5067;3759;24;08
24220;CARRETERA BENAVENTE KM. 0,4;L-D: 07:00-22:00;42.076444;VALDERAS;-5,444278;I;Valderas;;;;;;;;;;;1.669;1.499;1.729;;;1.609;;;;;;;;LEÓN;dm;GALP;P;0,0;0,0;5017;3760;24;08
24880;CR LE-232, 26,3;L-D: 08:00-22:00;42.782972;PUENTE ALMUHEY;-4,978667;D;Valderrueda;;;;;;;;;;;1.639;;1.719;;;1.539;;;;1.735;;;;LEÓN;dm;PETRONOR;P;0,0;0,0;6016;3762;24;08
24250;CARRETERA LEÓN - LA BAÑEZA KM. 17;"L-V: 07:00-22:00; S: 08:00-14:00; D: 08:00-22:00";42.436167;FONTECHA;-5,692611;D;Valdevimbre;;;;;;;;;;;1.629;;1.729;;;1.525;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6029;3764;24;08
24200;AVENIDA PALANQUINOS, 2;L-D: 06:00-00:00;42.296694;VALENCIA DE DON JUAN;-5,515528;D;Valencia de Don Juan;;;;;;;;;;;1.679;1.419;1.729;;;1.599;;;;1.659;;;;LEÓN;dm;SAENZ DE MIERA SL;P;0,0;0,0;6076;3765;24;08
24200;POLIGONO EL TESORO, S/N;"L-V: 08:00-21:30; S: 09:00-20:00";42.282806;VALENCIA DE DON JUAN;-5,496500;D;Valencia de Don Juan;0.73;;;;;;;;;;1.639;;;;;1.569;;;;;;;;LEÓN;dm;E.S. ESLA MÓVIL S.L.;P;0,0;0,0;11103;3765;24;08
24391;AUTOPISTA AP-71 (MRG.IZDO.) KM. 6,8;L-D: 24H;42.540639;VALVERDE DE LA VIRGEN;-5,724889;I;Valverde de la Virgen;;;;;;;;;;;1.649;;1.745;;;1.553;;;;1.653;;;;LEÓN;OM;CEPSA;P;0,0;0,0;6066;3767;24;08
24391;AUTOPISTA AP-71 (MRG.DCHO.) KM. 6,8;L-D: 24H;42.541833;VALVERDE DE LA VIRGEN;-5,725139;D;Valverde de la Virgen;;;;;;;;;;;1.649;;1.745;;;1.553;;;;1.633;;;;LEÓN;OM;CEPSA;P;0,0;0,0;6067;3767;24;08
24430;AVENIDA ANCARES, 27;"L-S: 07:00-23:00; D: 09:00-21:00";42.725944;VEGA DE ESPINAREDA;-6,653417;D;Vega de Espinareda;;;;;;;1.749;;;;1.639;;;;;1.525;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5045;3770;24;08
24524;A-6, SALIDA 419/420 km 419;L-D: 24H;42.658806;PORTELA DE VALCARCE (LA);-6,914083;I;Vega de Valcarce;0.799;;;;;;;;;;1.649;1.279;;;;1.539;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;8073;3772;24;08
24524;CARRETERA NACIONAL VI KM. 418;L-D: 07:00-23:00;42.660583;PORTELA DE VALCARCE (LA);-6,921639;N;Vega de Valcarce;;;;;;;;;;;1.635;;1.735;;;1.529;;;;1.689;;;;LEÓN;dm;REPSOL;P;0,0;0,0;8011;3772;24;08
24100;CALLE SIERRA PAMBLEY, 29;L-D: 06:00-22:00;42.939611;VILLABLINO;-6,313667;D;Villablino;;;;;;;;;;;1.669;;1.739;;;1.599;;;;1.699;;;;LEÓN;dm;AVIA;P;0,0;0,0;5985;3776;24;08
24100;CARRETERA CL-631 KM. 58,500;L-D: 07:00-23:00;42.934361;VILLABLINO;-6,324500;I;Villablino;;;;;;;;;;;1.669;;1.739;;;1.599;;;;1.699;;;;LEÓN;dm;SHELL;P;0,0;0,0;11851;3776;24;08
24212;CALLE SAN LORENZO PI-VI  EN  VILLABLINO, 2;L-D: 07:00-23:00;42.944833;VILLAGER DE LACIANA;-6,345222;D;Villablino;1.49;;;;;;;;;;1.599;;1.659;;;1.559;;;;;;;;LEÓN;dm;VILLAGER;P;0,0;0,0;12938;3776;24;08
24392;CALLE UNO CELADILLA, S/N;"L-V: 07:00-22:00; S: 09:00-14:00";42.516917;VILLADANGOS DEL PARAMO;-5,767833;N;Villadangos del Páramo;;;;;;;;;;;1.665;;1.738;;;1.553;;;;1.661;;;;LEÓN;dm;CEPSA;P;0,0;0,0;12063;3778;24;08
24397;CARRETERA N-120 (LEON-ASTORGA) KM. 322,300;L-D: 07:00-22:00;42.525194;VILLADANGOS DEL PARAMO;-5,756778;D;Villadangos del Páramo;0.799;;;;;;;;;;1.639;;1.694;;;1.544;;;;1.699;;;;LEÓN;OM;GALP;P;0,0;0,0;4975;3778;24;08
24560;CARRETERA N-VI KM. 405;L-D: 07:00-23:00;42.570806;TORAL DE LOS VADOS;-6,767972;I;Villadecanes;;;;;;;;;;;1.649;1.419;1.749;;;1.559;1.619;;;;;;;LEÓN;dm;MOEVE;P;0,0;0,0;5021;3779;24;08
24560;N-120 km 429;L-D: 07:00-23:00;42.544639;TORAL DE LOS VADOS;-6,782139;D;Villadecanes;0.799;;;;;;;;;;1.639;;1.689;;;1.559;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;9111;3779;24;08
24360;AUTOVIA A-6 (MRG.DCHO.) KM. 350;L-D: 08:00-22:00;42.60175;BRAÑUELAS;-6,232000;D;Villagatón;;;;;;;;;;;1.649;;1.746;;;1.553;;;;1.633;;;;LEÓN;dm;MOEVE;P;0,0;0,0;5524;3782;24;08
24360;AUTOVIA A-6 (MRG.IZDO.) KM. 350;L-D: 06:00-23:59;42.599;BRAÑUELAS;-6,233000;I;Villagatón;;;;;;;;;;;1.649;;1.746;;;1.553;;;;1.633;;;;LEÓN;dm;MOEVE;P;0,0;0,0;5521;3782;24;08
24369;CARRETERA N - VI KM. 351;L-D: 24H;42.599222;MANZANAL DEL PUERTO;-6,230444;I;Villagatón;;;;;;;;;;;1.569;;1.569;;;1.489;1.489;;;;;;;LEÓN;dm;EASYGAS;P;0,0;0,0;4937;3782;24;08
24234;CARRETERA N-630 KM. 176,600;L-V: 08:00-15:00;42.322167;VILLAMAÑAN;-5,576833;I;Villamañán;0.699;;;;;;;;;;1.599;1.359;1.629;;;1.529;;;;;;;;LEÓN;dm;REPSOL;P;0,0;0,0;6013;3785;24;08
24234;CARRETERA C-621 KM. 32,78;L-D: 00:00-23:59;42.323778;VILLAMAÑAN;-5,600917;I;Villamañán;;;;;;;;;;;1.649;;1.749;;;1.573;1.623;;;;;;;LEÓN;OM;MOEVE;P;0,0;0,0;12021;3785;24;08
24680;N-630 km 99,5;L-D: 07:00-22:30;42.938111;VILLAMANIN DE LA TERCIA;-5,658611;D;Villamanín;0.7;;;;;;;;;;1.667;;1.739;;;1.553;;;;1.661;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5022;3784;24;08
24225;CALLE ALMIRANTE MARTIN GRANIZO, 53;S: 07:00-15:00;42.45575;PALANQUINOS;-5,497806;D;Villanueva de las Manzanas;;;;;;;;;;;1.64;;;;;1.54;;;;;;;;LEÓN;dm;ES ESLA;P;0,0;0,0;9782;3791;24;08
24225;CARRETERA A231 KM. 8;L-D: 07:00-23:00;42.455528;PALANQUINOS;-5,518139;I;Villanueva de las Manzanas;;;;;;;;;;;1.655;;1.695;;;1.545;;;;1.685;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6061;3791;24;08
24225;AUTOVIA CAMINO DE SANTIAGO KM. 9,5;"L-V: 06:00-00:00; S: 06:00-22:00; D: 06:00-00:00";42.451222;PALANQUINOS;-5,499333;D;Villanueva de las Manzanas;0.799;;;;;;;;;;1.649;;;;;1.539;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;11480;3791;24;08
24235;CARRETERA VILLAMANDOS KM. SN;"L-V: 09:00-13:30 y 16:00-18:30; S: 09:00-13:30";42.140583;VILLAQUEJIDA;-5,598556;D;Villaquejida;;;;;;;;;;;1.49;1.09;;;;;;;;;;;;LEÓN;dm;TEO;P;0,0;0,0;9505;3794;24;08
24008;CARRETERA LE-311 KM. 3,5;L-D: 07:00-23:00;42.633222;VILLAQUILAMBRE;-5,559667;D;Villaquilambre;;;;;;;;;;;1.599;;1.654;;;1.474;;;;;;;;LEÓN;OM;GALP;P;0,0;0,0;5535;3795;24;08
24007;CALLE CERRADA-VO  EN  VILLAOBISPO-VO-, 2;L-D: 24H;42.618361;VILLAOBISPO DE LAS REGUERAS;-5,552278;D;Villaquilambre;;;;;;;;;;;1.549;;1.569;;;1.419;;;;;;;;LEÓN;OM;BALLENOIL;P;0,0;0,0;14974;3795;24;08
24007;CALLE EL VAGO, 1;L-D: 24H;42.602222;VILLAOBISPO DE LAS REGUERAS;-5,550278;N;Villaquilambre;0.799;;;;;;;;;;1.649;;1.689;;;1.539;;;;1.639;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;14710;3795;24;08
24007;CARRETERA SANTANDER KM. 4,02;L-D: 07:00-23:00;42.622167;VILLAOBISPO DE LAS REGUERAS;-5,549667;D;Villaquilambre;;;;;;;1.759;;;;1.649;;;;;1.535;;;;1.695;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6055;3795;24;08
24193;CARRETERA N-621 KM. 5;L-S: 08:00-14:30;42.626417;VILLAQUILAMBRE;-5,548000;I;Villaquilambre;;;;;;;;;;;1.649;;1.749;;;1.535;;;;1.695;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5547;3795;24;08
24193;CARRETERA LE-311 KM. 7;L-D: 24H;42.673083;VILLAQUILAMBRE;-5,542083;I;Villaquilambre;0.6;;;;;;;;;;1.479;;;;;1.399;;;;;;;;LEÓN;dm;BEROIL;P;0,0;0,0;5035;3795;24;08
24193;AVDA.DE LA LIBERTAD, 40;L-D: 06:00-00:00;42.622389;NAVATEJERA;-5,563778;D;Villaquilambre;;;;;;;;;;;1.599;;1.679;;;1.515;;;;1.615;;;;LEÓN;OM;SHELL;P;0,0;0,0;8068;3795;24;08
24193;POLIGONO LA HUERGA, 17;L-V: 08:00-13:30 y 15:30-19:00;42.64475;NAVATEJERA;-5,586250;D;Villaquilambre;0.999;;;;;;;;;;1.659;1.399;1.719;;;1.569;;;;;;;;LEÓN;dm;REPSOL;P;0,0;0,0;11891;3795;24;08
24193;CARRETERA N-630 KM. 140;L-D: 06:00-00:00;42.636833;NAVATEJERA;-5,589778;I;Villaquilambre;;;;;;;;;;;1.549;;;;;1.409;;;;1.519;;;;LEÓN;dm;ALTO LEON;P;0,0;0,0;4950;3795;24;08
24288;CARRETERA NACIONAL 120 KM. 342;L: 06:00-22:00;42.447667;ESTEBANEZ DE LA CALZADA;-5,965917;D;Villarejo de Órbigo;;;;;;;1.759;;;;1.649;;;;;1.579;;;;1.739;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5064;3796;24;08
24350;DELICIAS 3;L-D: 24H;42.428889;VEGUELLINA DE ORBIGO;-5,886778;D;Villarejo de Órbigo;;;;;;;;;;;1.549;;;;;1.529;;;;;;;;LEÓN;dm;AGROCANTABRIA LAR;P;0,0;0,0;10922;3796;24;08
24226;CARRETERA GENERAL ADANERO -GIJON N-601 KM. 316;L-D: 07:00-23:00;42.547667;TOLDANOS;-5,462361;D;Villaturiel;;;;;;;;;;;1.649;;1.699;;;1.549;;;;1.709;;;;LEÓN;OM;REPSOL;P;0,0;0,0;11013;3800;24;08
24199;CALLE CAÑADA REAL-MR  EN  MARIALBA-MR, 107;L-D: 24H;42.553861;CASTRILLO DE LA RIBERA;-5,549611;D;Villaturiel;0.97;;;;;;;;;;1.557;;1.597;;;1.417;;;;;;;;LEÓN;dm;DISTROL;P;0,0;0,0;14224;3800;24;08
34800;CALLE POLIGONO AGUILAR II, 42;D: 07:00-23:00;42.788583;AGUILAR DE CAMPOO;-4,246889;D;Aguilar de Campoo;1.0;;;;;;;;;;1.717;;1.796;;;1.573;;;;;;;;PALENCIA;dm;CEPSA;P;0,0;0,0;13904;5044;34;08
34800;AVENIDA GENERALISIMO, 111;L-D: 07:00-23:00;42.793639;AGUILAR DE CAMPOO;-4,255306;D;Aguilar de Campoo;;;;;;;1.819;;;;1.719;;;;;1.589;;;;1.719;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6359;5044;34;08
34800;AVENIDA RONDA, 11;L: 08:00-22:00;42.793278;AGUILAR DE CAMPOO;-4,265556;D;Aguilar de Campoo;;;;;;;;;;;1.699;;1.799;;;1.579;;;;;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6240;5044;34;08
34800;AUTOVIA A-67 KM. 116,600;L-D: 24H;42.86725;AGUILAR DE CAMPOO;-4,154528;I;Aguilar de Campoo;;;;;;;1.819;;;;1.709;1.35;;;;1.579;;;;1.739;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;13376;5044;34;08
34810;POLIGONO AGUILAR DE CAMPOO, 121;L-D: 00:00-23:59;42.780722;AGUILAR DE CAMPOO;-4,249722;D;Aguilar de Campoo;0.6;;;;;;;;;;1.539;;;;;1.499;;;;;;;;PALENCIA;dm;BEROIL;P;0,0;0,0;10167;5044;34;08
34480;CARRETERA PALENCIA-SANTANDER KM. 90;L-D: 07:00-22:00;42.665861;ALAR DEL REY;-4,315250;D;Alar del Rey;;;;;;;;;;;1.669;;1.769;;;1.559;;;;1.649;;;;PALENCIA;OM;MOEVE;P;0,0;0,0;6391;5045;34;08
34815;AUTOVIA A-67, SALIDA KM. 94;L: 07:00-23:00;42.718306;BECERRIL DEL CARPIO;-4,291778;N;Alar del Rey;0.75;;;;;;;;;;1.499;;1.509;;;1.459;;;;;;;;PALENCIA;dm;PUERTA DE LA MONTAÑA ;P;0,0;0,0;11020;5045;34;08
34420;CAMINO POLÍGONO 518 PARCELA 5010 LOS PALOMARES, ;L-V: 09:00-19:00;42.169361;AMUSCO;-4,472389;N;Amusco;;;;;;;;;;;;1.09;;;;;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;9787;5049;34;08
34450;CARRETERA PALENCIA KM. 28,8;"L-V: 08:00-21:00; S: 09:00-14:00";42.191833;ASTUDILLO;-4,287056;D;Astudillo;;;;;;;;;;;1.679;;;;;1.539;;;;;;;;PALENCIA;dm;LA MOTA - BIESA;P;0,0;0,0;4917;5052;34;08
